400000      (+ 5000, 1.265823%)
405000      (+ 5000, 1.250000%)
410000      (+ 5000, 1.234568%)
415000      (+ 5000, 1.219512%)
420000      (+ 5000, 1.204819%)
425000      (+ 5000, 1.190476%)
430000      (+ 5000, 1.176471%)
435000      (+ 5000, 1.162791%)
440000      (+ 5000, 1.149425%)
445000      (+ 5000, 1.136364%)
450000      (+ 5000, 1.123596%)
455000      (+ 5000, 1.111111%)
460000      (+ 5000, 1.098901%)
465000      (+ 5000, 1.086957%)
470000      (+ 5000, 1.075269%)
475000      (+ 5000, 1.063830%)
480000      (+ 5000, 1.052632%)
485000      (+ 5000, 1.041667%)
490000      (+ 5000, 1.030928%)
495000      (+ 5000, 1.020408%)
500000      (+ 5000, 1.010101%)
505000      (+ 5000, 1.000000%)
510000      (+ 5000, 0.990099%)
967991      (+ 457991, 89.802157%)
982367      (+ 14376, 1.485138%)
996815      (+ 14448, 1.470733%)
1011336     (+ 14521, 1.456740%)
1025929     (+ 14593, 1.442943%)
1040595     (+ 14666, 1.429534%)
1055335     (+ 14740, 1.416497%)
1070149     (+ 14814, 1.403725%)
1085037     (+ 14888, 1.391208%)
1100000     (+ 14963, 1.379031%)
1115037     (+ 15037, 1.367000%)
1130150     (+ 15113, 1.355381%)
1145339     (+ 15189, 1.343981%)
1160603     (+ 15264, 1.332706%)
1175945     (+ 15342, 1.321899%)
1191363     (+ 15418, 1.311116%)
1206858     (+ 15495, 1.300611%)
1222431     (+ 15573, 1.290376%)
1238082     (+ 15651, 1.280318%)
1253811     (+ 15729, 1.270433%)
1269619     (+ 15808, 1.260796%)
1285506     (+ 15887, 1.251320%)
1301472     (+ 15966, 1.242001%)
1317518     (+ 16046, 1.232912%)
1333644     (+ 16126, 1.223968%)
1349851     (+ 16207, 1.215242%)
1366138     (+ 16287, 1.206578%)
1382506     (+ 16368, 1.198122%)
1398956     (+ 16450, 1.189868%)
1415488     (+ 16532, 1.181738%)
1432102     (+ 16614, 1.173729%)
1448798     (+ 16696, 1.165839%)
1465577     (+ 16779, 1.158132%)
1482439     (+ 16862, 1.150537%)
1499385     (+ 16946, 1.143116%)
1516415     (+ 17030, 1.135799%)
1533529     (+ 17114, 1.128583%)
1550727     (+ 17198, 1.121466%)
1568010     (+ 17283, 1.114510%)
1585379     (+ 17369, 1.107710%)
1602833     (+ 17454, 1.100935%)
1620373     (+ 17540, 1.094312%)
1637998     (+ 17625, 1.087713%)
1655711     (+ 17713, 1.081381%)
1673510     (+ 17799, 1.075006%)
1691397     (+ 17887, 1.068831%)
1709371     (+ 17974, 1.062672%)
1727432     (+ 18061, 1.056587%)
1745582     (+ 18150, 1.050693%)
1763820     (+ 18238, 1.044809%)
1782147     (+ 18327, 1.039052%)
1800563     (+ 18416, 1.033360%)
1819068     (+ 18505, 1.027734%)
1837664     (+ 18596, 1.022282%)
1856349     (+ 18685, 1.016780%)
1875124     (+ 18775, 1.011394%)
1893990     (+ 18866, 1.006120%)
1912947     (+ 18957, 1.000903%)
1931995     (+ 19048, 0.995741%)
1951135     (+ 19140, 0.990686%)
1970366     (+ 19231, 0.985631%)
1989690     (+ 19324, 0.980731%)
2009106     (+ 19416, 0.975830%)
2028615     (+ 19509, 0.971029%)
2048217     (+ 19602, 0.966275%)
2067913     (+ 19696, 0.961617%)
2087702     (+ 19789, 0.956955%)
2107585     (+ 19883, 0.952387%)
2127562     (+ 19977, 0.947862%)
2147634     (+ 20072, 0.943427%)
2167801     (+ 20167, 0.939033%)
2188063     (+ 20262, 0.934680%)
2208420     (+ 20357, 0.930366%)
2228873     (+ 20453, 0.926137%)
2249422     (+ 20549, 0.921946%)
2270068     (+ 20646, 0.917836%)
2290810     (+ 20742, 0.913717%)
2311649     (+ 20839, 0.909678%)
2332586     (+ 20937, 0.905717%)
2353619     (+ 21033, 0.901703%)
2374751     (+ 21132, 0.897851%)
2395981     (+ 21230, 0.893988%)
2417309     (+ 21328, 0.890157%)
2438735     (+ 21426, 0.886358%)
2460261     (+ 21526, 0.882671%)
2481886     (+ 21625, 0.878972%)
2503610     (+ 21724, 0.875302%)
2525434     (+ 21824, 0.871701%)
2547358     (+ 21924, 0.868128%)
2569383     (+ 22025, 0.864621%)
2591508     (+ 22125, 0.861102%)
2613734     (+ 22226, 0.857647%)
2636061     (+ 22327, 0.854219%)
2658490     (+ 22429, 0.850853%)
2681020     (+ 22530, 0.847474%)
2703653     (+ 22633, 0.844194%)
2726387     (+ 22734, 0.840862%)
2749225     (+ 22838, 0.837665%)
2772165     (+ 22940, 0.834417%)
2795208     (+ 23043, 0.831228%)
2818354     (+ 23146, 0.828060%)
2841605     (+ 23251, 0.824985%)
2864959     (+ 23354, 0.821859%)
2888417     (+ 23458, 0.818790%)
2911980     (+ 23563, 0.815776%)
2935648     (+ 23668, 0.812780%)
2959420     (+ 23772, 0.809770%)
2983298     (+ 23878, 0.806847%)
3007281     (+ 23983, 0.803909%)
3031370     (+ 24089, 0.801023%)
3055566     (+ 24196, 0.798187%)
3079867     (+ 24301, 0.795303%)
3104275     (+ 24408, 0.792502%)
3128790     (+ 24515, 0.789717%)
3153412     (+ 24622, 0.786950%)
3178142     (+ 24730, 0.784230%)
3202979     (+ 24837, 0.781494%)
3227924     (+ 24945, 0.778806%)
3252977     (+ 25053, 0.776134%)
3278139     (+ 25162, 0.773507%)
3303409     (+ 25270, 0.770864%)
3328789     (+ 25380, 0.768297%)
3354277     (+ 25488, 0.765684%)
3379875     (+ 25598, 0.763145%)
3405583     (+ 25708, 0.760620%)
3431400     (+ 25817, 0.758079%)
3457328     (+ 25928, 0.755610%)
3483366     (+ 26038, 0.753125%)
3509515     (+ 26149, 0.750682%)
3535776     (+ 26261, 0.748280%)
3562147     (+ 26371, 0.745833%)
3588630     (+ 26483, 0.743456%)
3615224     (+ 26594, 0.741063%)
3641931     (+ 26707, 0.738737%)
3668750     (+ 26819, 0.736395%)
3695681     (+ 26931, 0.734065%)
3722725     (+ 27044, 0.731773%)
3749882     (+ 27157, 0.729493%)
3777152     (+ 27270, 0.727223%)
3804536     (+ 27384, 0.724991%)
3832033     (+ 27497, 0.722743%)
3859645     (+ 27612, 0.720557%)
3887371     (+ 27726, 0.718356%)
3915211     (+ 27840, 0.716165%)
3943166     (+ 27955, 0.714010%)
3971236     (+ 28070, 0.711865%)
3999421     (+ 28185, 0.709729%)
4027722     (+ 28301, 0.707627%)
4056138     (+ 28416, 0.705510%)
4084670     (+ 28532, 0.703428%)
4113319     (+ 28649, 0.701379%)
4142084     (+ 28765, 0.699314%)
4170965     (+ 28881, 0.697258%)
4199964     (+ 28999, 0.695259%)
4229079     (+ 29115, 0.693220%)
4258312     (+ 29233, 0.691238%)
4287663     (+ 29351, 0.689264%)
4317131     (+ 29468, 0.687274%)
4346718     (+ 29587, 0.685339%)
4376423     (+ 29705, 0.683389%)
4406247     (+ 29824, 0.681470%)
4436189     (+ 29942, 0.679535%)
4466250     (+ 30061, 0.677631%)
4496431     (+ 30181, 0.675757%)
4526731     (+ 30300, 0.673868%)
4557152     (+ 30421, 0.672030%)
4587692     (+ 30540, 0.670155%)
4618352     (+ 30660, 0.668310%)
4649133     (+ 30781, 0.666493%)
4680034     (+ 30901, 0.664662%)
4711056     (+ 31022, 0.662858%)
4742200     (+ 31144, 0.661083%)
4773465     (+ 31265, 0.659293%)
4804851     (+ 31386, 0.657510%)
4836360     (+ 31509, 0.655775%)
4867990     (+ 31630, 0.654004%)
4899743     (+ 31753, 0.652282%)
4931619     (+ 31876, 0.650565%)
4963617     (+ 31998, 0.648834%)
4995738     (+ 32121, 0.647129%)
5027982     (+ 32244, 0.645430%)
5060350     (+ 32368, 0.643757%)
5092842     (+ 32492, 0.642090%)
5125457     (+ 32615, 0.640409%)
5158197     (+ 32740, 0.638772%)
5191061     (+ 32864, 0.637122%)
5224050     (+ 32989, 0.635496%)
5257163     (+ 33113, 0.633857%)
5290402     (+ 33239, 0.632261%)
5323765     (+ 33363, 0.630633%)
5357255     (+ 33490, 0.629066%)
5390870     (+ 33615, 0.627467%)
5424611     (+ 33741, 0.625892%)
5458478     (+ 33867, 0.624321%)
5492471     (+ 33993, 0.622756%)
5526591     (+ 34120, 0.621214%)
5560838     (+ 34247, 0.619677%)
5595212     (+ 34374, 0.618144%)
5629714     (+ 34502, 0.616634%)
5664342     (+ 34628, 0.615093%)
10200000    (+ 4535658, 80.073873%)
10400000    (+ 200000, 1.960784%)
10600000    (+ 200000, 1.923077%)
10800000    (+ 200000, 1.886792%)
11000000    (+ 200000, 1.851852%)
11200000    (+ 200000, 1.818182%)
11400000    (+ 200000, 1.785714%)
11600000    (+ 200000, 1.754386%)
11800000    (+ 200000, 1.724138%)
12000000    (+ 200000, 1.694915%)
12200000    (+ 200000, 1.666667%)
12400000    (+ 200000, 1.639344%)
12600000    (+ 200000, 1.612903%)
12800000    (+ 200000, 1.587302%)
13000000    (+ 200000, 1.562500%)
13200000    (+ 200000, 1.538462%)
13400000    (+ 200000, 1.515152%)
13600000    (+ 200000, 1.492537%)
13800000    (+ 200000, 1.470588%)
14000000    (+ 200000, 1.449275%)
14200000    (+ 200000, 1.428571%)
14400000    (+ 200000, 1.408451%)
14600000    (+ 200000, 1.388889%)
14800000    (+ 200000, 1.369863%)
15000000    (+ 200000, 1.351351%)
15200000    (+ 200000, 1.333333%)
15400000    (+ 200000, 1.315789%)
15600000    (+ 200000, 1.298701%)
15800000    (+ 200000, 1.282051%)
16000000    (+ 200000, 1.265823%)
16200000    (+ 200000, 1.250000%)
16400000    (+ 200000, 1.234568%)
16600000    (+ 200000, 1.219512%)
16800000    (+ 200000, 1.204819%)
17000000    (+ 200000, 1.190476%)
17200000    (+ 200000, 1.176471%)
17400000    (+ 200000, 1.162791%)
17600000    (+ 200000, 1.149425%)
17800000    (+ 200000, 1.136364%)
18000000    (+ 200000, 1.123596%)
18200000    (+ 200000, 1.111111%)
18400000    (+ 200000, 1.098901%)
18600000    (+ 200000, 1.086957%)
18800000    (+ 200000, 1.075269%)
19000000    (+ 200000, 1.063830%)
19200000    (+ 200000, 1.052632%)
19400000    (+ 200000, 1.041667%)
19600000    (+ 200000, 1.030928%)
19800000    (+ 200000, 1.020408%)
20000000    (+ 200000, 1.010101%)
20200000    (+ 200000, 1.000000%)
20400000    (+ 200000, 0.990099%)
20600000    (+ 200000, 0.980392%)
20800000    (+ 200000, 0.970874%)
21000000    (+ 200000, 0.961538%)
21200000    (+ 200000, 0.952381%)
21400000    (+ 200000, 0.943396%)
21600000    (+ 200000, 0.934579%)
21800000    (+ 200000, 0.925926%)
22000000    (+ 200000, 0.917431%)
22200000    (+ 200000, 0.909091%)
22400000    (+ 200000, 0.900901%)
22600000    (+ 200000, 0.892857%)
22800000    (+ 200000, 0.884956%)
23000000    (+ 200000, 0.877193%)
23200000    (+ 200000, 0.869565%)
23400000    (+ 200000, 0.862069%)
23600000    (+ 200000, 0.854701%)
23800000    (+ 200000, 0.847458%)
24000000    (+ 200000, 0.840336%)
24200000    (+ 200000, 0.833333%)
24400000    (+ 200000, 0.826446%)
24600000    (+ 200000, 0.819672%)
24800000    (+ 200000, 0.813008%)
25000000    (+ 200000, 0.806452%)
25200000    (+ 200000, 0.800000%)
25400000    (+ 200000, 0.793651%)
25600000    (+ 200000, 0.787402%)
25800000    (+ 200000, 0.781250%)
26000000    (+ 200000, 0.775194%)
26200000    (+ 200000, 0.769231%)
26400000    (+ 200000, 0.763359%)
26600000    (+ 200000, 0.757576%)
26800000    (+ 200000, 0.751880%)
27000000    (+ 200000, 0.746269%)
27200000    (+ 200000, 0.740741%)
27400000    (+ 200000, 0.735294%)
27600000    (+ 200000, 0.729927%)
27800000    (+ 200000, 0.724638%)
28000000    (+ 200000, 0.719424%)
28200000    (+ 200000, 0.714286%)
28400000    (+ 200000, 0.709220%)
28600000    (+ 200000, 0.704225%)
28800000    (+ 200000, 0.699301%)
29000000    (+ 200000, 0.694444%)
29200000    (+ 200000, 0.689655%)
29400000    (+ 200000, 0.684932%)
29600000    (+ 200000, 0.680272%)
29800000    (+ 200000, 0.675676%)
30000000    (+ 200000, 0.671141%)
30200000    (+ 200000, 0.666667%)
30400000    (+ 200000, 0.662252%)
30600000    (+ 200000, 0.657895%)
30800000    (+ 200000, 0.653595%)
31000000    (+ 200000, 0.649351%)
31200000    (+ 200000, 0.645161%)
31400000    (+ 200000, 0.641026%)
31600000    (+ 200000, 0.636943%)
31800000    (+ 200000, 0.632911%)
32000000    (+ 200000, 0.628931%)
32200000    (+ 200000, 0.625000%)
32400000    (+ 200000, 0.621118%)
32600000    (+ 200000, 0.617284%)
32800000    (+ 200000, 0.613497%)
33000000    (+ 200000, 0.609756%)
33200000    (+ 200000, 0.606061%)
33400000    (+ 200000, 0.602410%)
33600000    (+ 200000, 0.598802%)
33800000    (+ 200000, 0.595238%)
34000000    (+ 200000, 0.591716%)
34200000    (+ 200000, 0.588235%)
34400000    (+ 200000, 0.584795%)
34600000    (+ 200000, 0.581395%)
34800000    (+ 200000, 0.578035%)
35000000    (+ 200000, 0.574713%)
35200000    (+ 200000, 0.571429%)
35400000    (+ 200000, 0.568182%)
35600000    (+ 200000, 0.564972%)
35800000    (+ 200000, 0.561798%)
36000000    (+ 200000, 0.558659%)
36200000    (+ 200000, 0.555556%)
36400000    (+ 200000, 0.552486%)
36600000    (+ 200000, 0.549451%)
36800000    (+ 200000, 0.546448%)
37000000    (+ 200000, 0.543478%)
37200000    (+ 200000, 0.540541%)
37400000    (+ 200000, 0.537634%)
37600000    (+ 200000, 0.534759%)
37800000    (+ 200000, 0.531915%)
38000000    (+ 200000, 0.529101%)
38200000    (+ 200000, 0.526316%)
38400000    (+ 200000, 0.523560%)
38600000    (+ 200000, 0.520833%)
38800000    (+ 200000, 0.518135%)
39000000    (+ 200000, 0.515464%)
39200000    (+ 200000, 0.512821%)
39400000    (+ 200000, 0.510204%)
39600000    (+ 200000, 0.507614%)
39800000    (+ 200000, 0.505051%)
40000000    (+ 200000, 0.502513%)
40200000    (+ 200000, 0.500000%)
40400000    (+ 200000, 0.497512%)
40600000    (+ 200000, 0.495050%)
40800000    (+ 200000, 0.492611%)
41000000    (+ 200000, 0.490196%)
41200000    (+ 200000, 0.487805%)
41400000    (+ 200000, 0.485437%)
41600000    (+ 200000, 0.483092%)
41800000    (+ 200000, 0.480769%)
42000000    (+ 200000, 0.478469%)
42200000    (+ 200000, 0.476190%)
42400000    (+ 200000, 0.473934%)
42600000    (+ 200000, 0.471698%)
42800000    (+ 200000, 0.469484%)
43000000    (+ 200000, 0.467290%)
43200000    (+ 200000, 0.465116%)
43400000    (+ 200000, 0.462963%)
43600000    (+ 200000, 0.460829%)
43800000    (+ 200000, 0.458716%)
44000000    (+ 200000, 0.456621%)
44200000    (+ 200000, 0.454545%)
44400000    (+ 200000, 0.452489%)
44600000    (+ 200000, 0.450450%)
44800000    (+ 200000, 0.448430%)
45000000    (+ 200000, 0.446429%)
45200000    (+ 200000, 0.444444%)
45400000    (+ 200000, 0.442478%)
45600000    (+ 200000, 0.440529%)
45800000    (+ 200000, 0.438596%)
46000000    (+ 200000, 0.436681%)
46200000    (+ 200000, 0.434783%)
46400000    (+ 200000, 0.432900%)
46600000    (+ 200000, 0.431034%)
46800000    (+ 200000, 0.429185%)
47000000    (+ 200000, 0.427350%)
47200000    (+ 200000, 0.425532%)
47400000    (+ 200000, 0.423729%)
47600000    (+ 200000, 0.421941%)
47800000    (+ 200000, 0.420168%)
48000000    (+ 200000, 0.418410%)
48200000    (+ 200000, 0.416667%)
48400000    (+ 200000, 0.414938%)
48600000    (+ 200000, 0.413223%)
48800000    (+ 200000, 0.411523%)
49000000    (+ 200000, 0.409836%)
49200000    (+ 200000, 0.408163%)
49400000    (+ 200000, 0.406504%)
49600000    (+ 200000, 0.404858%)
49800000    (+ 200000, 0.403226%)
50000000    (+ 200000, 0.401606%)
106101002   (+ 56101002, 112.202004%)
107068922   (+ 967920, 0.912263%)
108040900   (+ 971978, 0.907806%)
109016944   (+ 976044, 0.903402%)
109997063   (+ 980119, 0.899052%)
110981267   (+ 984204, 0.894755%)
111969564   (+ 988297, 0.890508%)
112961963   (+ 992399, 0.886311%)
113958473   (+ 996510, 0.882164%)
114959103   (+ 1000630, 0.878065%)
115963861   (+ 1004758, 0.874013%)
116972757   (+ 1008896, 0.870009%)
117985800   (+ 1013043, 0.866050%)
119002998   (+ 1017198, 0.862136%)
120024360   (+ 1021362, 0.858266%)
121049896   (+ 1025536, 0.854440%)
122079614   (+ 1029718, 0.850656%)
123113523   (+ 1033909, 0.846914%)
124151632   (+ 1038109, 0.843213%)
125193950   (+ 1042318, 0.839552%)
126240486   (+ 1046536, 0.835932%)
127291249   (+ 1050763, 0.832350%)
128346247   (+ 1054998, 0.828806%)
129405490   (+ 1059243, 0.825301%)
130468987   (+ 1063497, 0.821833%)
131536746   (+ 1067759, 0.818401%)
132608777   (+ 1072031, 0.815005%)
133685088   (+ 1076311, 0.811644%)
134765688   (+ 1080600, 0.808318%)
135850586   (+ 1084898, 0.805025%)
136939792   (+ 1089206, 0.801768%)
138033314   (+ 1093522, 0.798542%)
139131161   (+ 1097847, 0.795349%)
140233342   (+ 1102181, 0.792188%)
141339865   (+ 1106523, 0.789058%)
142450741   (+ 1110876, 0.785961%)
143565978   (+ 1115237, 0.782893%)
144685584   (+ 1119606, 0.779855%)
145809569   (+ 1123985, 0.776847%)
146937942   (+ 1128373, 0.773868%)
148070712   (+ 1132770, 0.770917%)
149207887   (+ 1137175, 0.767995%)
150349476   (+ 1141589, 0.765100%)
151495490   (+ 1146014, 0.762233%)
152645935   (+ 1150445, 0.759392%)
153800822   (+ 1154887, 0.756579%)
154960160   (+ 1159338, 0.753792%)
156123957   (+ 1163797, 0.751030%)
157292222   (+ 1168265, 0.748293%)
158464965   (+ 1172743, 0.745582%)
159642194   (+ 1177229, 0.742895%)
160823918   (+ 1181724, 0.740233%)
162010147   (+ 1186229, 0.737595%)
163200889   (+ 1190742, 0.734980%)
164396153   (+ 1195264, 0.732388%)
165595948   (+ 1199795, 0.729819%)
166800283   (+ 1204335, 0.727273%)
168009168   (+ 1208885, 0.724750%)
169222610   (+ 1213442, 0.722247%)
170440620   (+ 1218010, 0.719768%)
171663206   (+ 1222586, 0.717309%)
172890377   (+ 1227171, 0.714871%)
174122142   (+ 1231765, 0.712454%)
175358510   (+ 1236368, 0.710058%)
176599490   (+ 1240980, 0.707682%)
177845091   (+ 1245601, 0.705325%)
179095323   (+ 1250232, 0.702989%)
180350193   (+ 1254870, 0.700672%)
181609712   (+ 1259519, 0.698374%)
182873887   (+ 1264175, 0.696094%)
184142729   (+ 1268842, 0.693834%)
185416246   (+ 1273517, 0.691592%)
186694446   (+ 1278200, 0.689368%)
187977340   (+ 1282894, 0.687162%)
189264936   (+ 1287596, 0.684974%)
190557244   (+ 1292308, 0.682804%)
191854271   (+ 1297027, 0.680650%)
193156027   (+ 1301756, 0.678513%)
194462522   (+ 1306495, 0.676394%)
195773764   (+ 1311242, 0.674290%)
197089762   (+ 1315998, 0.672203%)
198410525   (+ 1320763, 0.670133%)
199736062   (+ 1325537, 0.668078%)
201066383   (+ 1330321, 0.666039%)
202401496   (+ 1335113, 0.664016%)
203741411   (+ 1339915, 0.662008%)
205086135   (+ 1344724, 0.660015%)
206435679   (+ 1349544, 0.658038%)
207790052   (+ 1354373, 0.656075%)
209149262   (+ 1359210, 0.654127%)
210513318   (+ 1364056, 0.652193%)
211882230   (+ 1368912, 0.650273%)
213256007   (+ 1373777, 0.648368%)
214634657   (+ 1378650, 0.646477%)
216018190   (+ 1383533, 0.644599%)
217406614   (+ 1388424, 0.642735%)
218799940   (+ 1393326, 0.640885%)
220198174   (+ 1398234, 0.639047%)
221601328   (+ 1403154, 0.637223%)
223009410   (+ 1408082, 0.635412%)
224422429   (+ 1413019, 0.633614%)
225840393   (+ 1417964, 0.631828%)
227263313   (+ 1422920, 0.630056%)
228691196   (+ 1427883, 0.628295%)
230124053   (+ 1432857, 0.626547%)
231561892   (+ 1437839, 0.624810%)
233004722   (+ 1442830, 0.623086%)
234452553   (+ 1447831, 0.621374%)
235905393   (+ 1452840, 0.619673%)
237363251   (+ 1457858, 0.617984%)
238826137   (+ 1462886, 0.616307%)
240294060   (+ 1467923, 0.614641%)
241767028   (+ 1472968, 0.612986%)
243245051   (+ 1478023, 0.611342%)
244728137   (+ 1483086, 0.609709%)
246216297   (+ 1488160, 0.608087%)
247709538   (+ 1493241, 0.606475%)
249207870   (+ 1498332, 0.604875%)
250711303   (+ 1503433, 0.603285%)
252219844   (+ 1508541, 0.601704%)
253733504   (+ 1513660, 0.600135%)
255252291   (+ 1518787, 0.598576%)
256776215   (+ 1523924, 0.597027%)
258305284   (+ 1529069, 0.595487%)
259839508   (+ 1534224, 0.593958%)
261378895   (+ 1539387, 0.592438%)
262923455   (+ 1544560, 0.590928%)
264473197   (+ 1549742, 0.589427%)
266028130   (+ 1554933, 0.587936%)
267588263   (+ 1560133, 0.586454%)
269153605   (+ 1565342, 0.584982%)
270724165   (+ 1570560, 0.583518%)
272299952   (+ 1575787, 0.582064%)
273880976   (+ 1581024, 0.580619%)
275467246   (+ 1586270, 0.579182%)
277058770   (+ 1591524, 0.577754%)
278655558   (+ 1596788, 0.576335%)
280257618   (+ 1602060, 0.574925%)
281864961   (+ 1607343, 0.573523%)
283477594   (+ 1612633, 0.572130%)
285095528   (+ 1617934, 0.570745%)
286718771   (+ 1623243, 0.569368%)
288347332   (+ 1628561, 0.567999%)
289981221   (+ 1633889, 0.566639%)
291620446   (+ 1639225, 0.565287%)
293265017   (+ 1644571, 0.563942%)
294914943   (+ 1649926, 0.562606%)
296570233   (+ 1655290, 0.561277%)
298230896   (+ 1660663, 0.559956%)
299896941   (+ 1666045, 0.558643%)
301568378   (+ 1671437, 0.557337%)
303245215   (+ 1676837, 0.556039%)
304927461   (+ 1682246, 0.554748%)
306615126   (+ 1687665, 0.553464%)
308308219   (+ 1693093, 0.552188%)
310006749   (+ 1698530, 0.550919%)
311710725   (+ 1703976, 0.549658%)
313420156   (+ 1709431, 0.548403%)
315135052   (+ 1714896, 0.547156%)
316855421   (+ 1720369, 0.545915%)
318581272   (+ 1725851, 0.544681%)
320312616   (+ 1731344, 0.543454%)
322049460   (+ 1736844, 0.542234%)
323791814   (+ 1742354, 0.541021%)
325539688   (+ 1747874, 0.539814%)
327293090   (+ 1753402, 0.538614%)
329052029   (+ 1758939, 0.537420%)
330816515   (+ 1764486, 0.536233%)
332586556   (+ 1770041, 0.535052%)
334362163   (+ 1775607, 0.533878%)
336143344   (+ 1781181, 0.532710%)
337930108   (+ 1786764, 0.531548%)
339722464   (+ 1792356, 0.530393%)
341520422   (+ 1797958, 0.529243%)
343323990   (+ 1803568, 0.528100%)
345133178   (+ 1809188, 0.526962%)
346947996   (+ 1814818, 0.525831%)
348768451   (+ 1820455, 0.524705%)
350594554   (+ 1826103, 0.523586%)
352426313   (+ 1831759, 0.522472%)
354263738   (+ 1837425, 0.521364%)
356106838   (+ 1843100, 0.520262%)
357955621   (+ 1848783, 0.519165%)
359810098   (+ 1854477, 0.518075%)
361670277   (+ 1860179, 0.516989%)
363536168   (+ 1865891, 0.515909%)
365407779   (+ 1871611, 0.514835%)
367285120   (+ 1877341, 0.513766%)
369168201   (+ 1883081, 0.512703%)
371057029   (+ 1888828, 0.511644%)
372951615   (+ 1894586, 0.510592%)
374851967   (+ 1900352, 0.509544%)
376758095   (+ 1906128, 0.508502%)
378670008   (+ 1911913, 0.507464%)
380587715   (+ 1917707, 0.506432%)
382511225   (+ 1923510, 0.505405%)
384440548   (+ 1929323, 0.504383%)
386375692   (+ 1935144, 0.503366%)
388316667   (+ 1940975, 0.502354%)
390263482   (+ 1946815, 0.501347%)
392216147   (+ 1952665, 0.500345%)
394174670   (+ 1958523, 0.499348%)
396139060   (+ 1964390, 0.498355%)
398109327   (+ 1970267, 0.497368%)
400085481   (+ 1976154, 0.496385%)
402067529   (+ 1982048, 0.495406%)
404055482   (+ 1987953, 0.494433%)
406049348   (+ 1993866, 0.493463%)
408049137   (+ 1999789, 0.492499%)
410054858   (+ 2005721, 0.491539%)
412066521   (+ 2011663, 0.490584%)
414084134   (+ 2017613, 0.489633%)
416107706   (+ 2023572, 0.488686%)
418137247   (+ 2029541, 0.487744%)
420172766   (+ 2035519, 0.486806%)
422214273   (+ 2041507, 0.485873%)
424261776   (+ 2047503, 0.484944%)
426315284   (+ 2053508, 0.484019%)
428374808   (+ 2059524, 0.483099%)
430440355   (+ 2065547, 0.482182%)
432511936   (+ 2071581, 0.481270%)
434589559   (+ 2077623, 0.480362%)
436673235   (+ 2083676, 0.479458%)
438762971   (+ 2089736, 0.478558%)
440858777   (+ 2095806, 0.477662%)
442960663   (+ 2101886, 0.476771%)
445068637   (+ 2107974, 0.475883%)
447182709   (+ 2114072, 0.474999%)
449302888   (+ 2120179, 0.474119%)
451429184   (+ 2126296, 0.473243%)
